M5Y	ASD-C4.1 Min	Top	-2.0969	-0.3516	-0.0682	-0.1176	-0.0957	0.6624
M5Y	ASD-C4.1 Min	Bottom	-4.9059	-0.3904	-0.0333	-0.0675	-0.0148	0.0364
M5Y	ASD-C4.2 Max	Top	-1.5186	1.1231	0.0348	0.0314	0.0256	2.13
M5Y	ASD-C4.2 Max	Bottom	-3.9489	1.1876	0.0214	0.0191	0.0012	2.7553
M5Y	ASD-C4.2 Min	Top	-1.724	-1.4395	-0.0109	-0.044	-0.0584	0.7567
M5Y	ASD-C4.2 Min	Bottom	-4.7996	-1.4973	-0.0103	-0.007	-0.001	-1.4545
M6Y	PP	Top	-1.9088	-0.0128	0.0019	-0.0053	0.0008	-0.3787
M6Y	PP	Bottom	-4.5531	0.2522	-0.0056	-0.0007	-0.0013	0.0227
M6Y	SC	Top	-0.2177	-0.0041	0.0062	0.0132	-0.0001	-0.1408
M6Y	SC	Bottom	-0.3184	0.0156	-0.0046	-0.0089	-0.0021	0.105
M6Y	EX Max	Top	0.0737	0.144	0.0542	0.0361	0.0668	0.0982
M6Y	EX Max	Bottom	0.444	0.1569	0.0149	0.031	0.0076	0.5419
M6Y	EY Max	Top	0.2498	1.6162	0.0169	0.0421	0.0226	0.7851
M6Y	EY Max	Bottom	0.6195	1.649	0.0176	0.0121	0.0023	1.8895
M6Y	ASD-C1	Top	-1.9088	-0.0128	0.0019	-0.0053	0.0008	-0.3787
M6Y	ASD-C1	Bottom	-4.5531	0.2522	-0.0056	-0.0007	-0.0013	0.0227
M6Y	ASD-C2	Top	-2.1265	-0.0168	0.0081	0.0079	0.0007	-0.5195
M6Y	ASD-C2	Bottom	-4.8715	0.2678	-0.0102	-0.0097	-0.0034	0.1277
M6Y	ASD-C3.1 Max	Top	-2.0527	0.1271	0.0623	0.044	0.0676	-0.4212
M6Y	ASD-C3.1 Max	Bottom	-4.4275	0.4247	0.0047	0.0213	0.0041	0.6696
M6Y	ASD-C3.1 Min	Top	-2.2002	-0.1608	-0.0461	-0.0282	-0.0661	-0.6177
M6Y	ASD-C3.1 Min	Bottom	-5.3155	0.1109	-0.0251	-0.0406	-0.011	-0.4142
M6Y	ASD-C3.2 Max	Top	-1.8767	1.5994	0.025	0.05	0.0233	0.2657
M6Y	ASD-C3.2 Max	Bottom	-4.252	1.9168	0.0074	0.0024	-0.0011	2.0172
M6Y	ASD-C3.2 Min	Top	-2.3763	-1.6331	-0.0088	-0.0342	-0.0219	-1.3046
M6Y	ASD-C3.2 Min	Bottom	-5.491	-1.3811	-0.0278	-0.0217	-0.0058	-1.7617
M6Y	ASD-C4.1 Max	Top	-1.835	0.1312	0.0561	0.0308	0.0677	-0.2804
M6Y	ASD-C4.1 Max	Bottom	-4.1091	0.4091	0.0093	0.0302	0.0062	0.5646
M6Y	ASD-C4.1 Min	Top	-1.9825	-0.1567	-0.0523	-0.0414	-0.066	-0.4769
M6Y	ASD-C4.1 Min	Bottom	-4.997	0.0953	-0.0206	-0.0317	-0.0089	-0.5192
M6Y	ASD-C4.2 Max	Top	-1.659	1.6035	0.0188	0.0369	0.0234	0.4064
M6Y	ASD-C4.2 Max	Bottom	-3.9335	1.9012	0.012	0.0114	0.001	1.9122
M6Y	ASD-C4.2 Min	Top	-2.1586	-1.629	-0.015	-0.0474	-0.0218	-1.1638
M6Y	ASD-C4.2 Min	Bottom	-5.1726	-1.3967	-0.0232	-0.0128	-0.0037	-1.8668
M7Y	PP	Top	-1.4094	0.043	-0.0123	0.0032	0.0258	-0.0817
M7Y	PP	Bottom	-2.8584	0.0229	-0.0078	0.0039	-0.0002	-0.0133
M7Y	SC	Top	-0.15	-0.0033	0.0006	-0.0001	-0.0006	0.0026
M7Y	SC	Bottom	-0.1633	-0.0025	-0.0001	-0.0002	-0.0002	-0.0006
M7Y	EX Max	Top	0.0361	0.0569	0.0318	0.0268	0.0301	0.0481
M7Y	EX Max	Bottom	0.0231	0.0558	0.013	0.0192	0.0011	0.036
M7Y	EY Max	Top	0.0195	1.0748	0.0147	0.0203	0.0156	0.7458
M7Y	EY Max	Bottom	0.0264	1.0422	0.0032	0.0121	0.0007	0.6798
M7Y	ASD-C1	Top	-1.4094	0.043	-0.0123	0.0032	0.0258	-0.0817
M7Y	ASD-C1	Bottom	-2.8584	0.0229	-0.0078	0.0039	-0.0002	-0.0133
M7Y	ASD-C2	Top	-1.5594	0.0397	-0.0117	0.0031	0.0252	-0.079
M7Y	ASD-C2	Bottom	-3.0218	0.0204	-0.0078	0.0037	-0.0004	-0.0139
M7Y	ASD-C3.1 Max	Top	-1.5233	0.0966	0.02	0.0299	0.0553	-0.0309
M7Y	ASD-C3.1 Max	Bottom	-2.9986	0.0762	0.0052	0.0229	0.0007	0.0221
M7Y	ASD-C3.1 Min	Top	-1.5954	-0.0172	-0.0435	-0.0237	-0.0049	-0.1271
M7Y	ASD-C3.1 Min	Bottom	-3.0449	-0.0354	-0.0208	-0.0155	-0.0015	-0.0499
M7Y	ASD-C3.2 Max	Top	-1.5399	1.1145	0.003	0.0234	0.0407	0.6667
M7Y	ASD-C3.2 Max	Bottom	-2.9954	1.0626	-0.0046	0.0158	0.0002	0.6659
M7Y	ASD-C3.2 Min	Top	-1.5788	-1.0351	-0.0265	-0.0172	0.0096	-0.8248
M7Y	ASD-C3.2 Min	Bottom	-3.0482	-1.0218	-0.011	-0.0084	-0.0011	-0.6937
M7Y	ASD-C4.1 Max	Top	-1.3733	0.1	0.0195	0.03	0.0559	-0.0336
M7Y	ASD-C4.1 Max	Bottom	-2.8353	0.0787	0.0052	0.0231	0.0009	0.0227
M7Y	ASD-C4.1 Min	Top	-1.4454	-0.0139	-0.0441	-0.0236	-0.0043	-0.1298
M7Y	ASD-C4.1 Min	Bottom	-2.8816	-0.0329	-0.0208	-0.0153	-0.0013	-0.0493
M7Y	ASD-C4.2 Max	Top	-1.3899	1.1178	0.0025	0.0235	0.0414	0.6641
M7Y	ASD-C4.2 Max	Bottom	-2.832	1.0651	-0.0045	0.0159	0.0004	0.6665
M7Y	ASD-C4.2 Min	Top	-1.4288	-1.0317	-0.027	-0.0171	0.0103	-0.8274
M7Y	ASD-C4.2 Min	Bottom	-2.8849	-1.0194	-0.011	-0.0082	-0.0009	-0.6931
M8Y	PP	Top	-2.0541	-0.0293	-0.0169	-0.0029	0.0295	0.5022
M8Y	PP	Bottom	-4.5771	-0.2748	-0.0027	-0.025	0.0021	0.1781
M8Y	SC	Top	-0.2276	0.0073	0.0045	-0.0099	-0.00001791	0.1274
M8Y	SC	Bottom	-0.3385	-0.0133	0.0007	-0.0016	0.0001	-0.1142
M8Y	EX Max	Top	0.0936	0.08	0.0782	0.0338	0.1002	0.2742
M8Y	EX Max	Bottom	0.5657	0.0891	0.0096	0.0361	0.0046	0.7887
M8Y	EY Max	Top	0.2761	1.6436	0.0265	0.048	0.0597	0.7313
M8Y	EY Max	Bottom	0.5405	1.6798	0.0214	0.0186	0.0029	1.8151
M8Y	ASD-C1	Top	-2.0541	-0.0293	-0.0169	-0.0029	0.0295	0.5022
M8Y	ASD-C1	Bottom	-4.5771	-0.2748	-0.0027	-0.025	0.0021	0.1781
M8Y	ASD-C2	Top	-2.2818	-0.0221	-0.0124	-0.0127	0.0294	0.6296
M8Y	ASD-C2	Bottom	-4.9156	-0.2881	-0.002	-0.0266	0.0022	0.0639
M8Y	ASD-C3.1 Max	Top	-2.1881	0.058	0.0658	0.021	0.1296	0.9038
M8Y	ASD-C3.1 Max	Bottom	-4.3498	-0.199	0.0075	0.0095	0.0068	0.8526
M8Y	ASD-C3.1 Min	Top	-2.3754	-0.1021	-0.0906	-0.0465	-0.0708	0.3554
M8Y	ASD-C3.1 Min	Bottom	-5.4813	-0.3771	-0.0116	-0.0626	-0.0024	-0.7248
M8Y	ASD-C3.2 Max	Top	-2.0056	1.6215	0.0141	0.0353	0.0891	1.3609
M8Y	ASD-C3.2 Max	Bottom	-4.3751	1.3917	0.0194	-0.008	0.005	1.8791
M8Y	ASD-C3.2 Min	Top	-2.5579	-1.6656	-0.0389	-0.0608	-0.0302	-0.1017
M8Y	ASD-C3.2 Min	Bottom	-5.4561	-1.9679	-0.0234	-0.0451	-0.0007	-1.7512
M8Y	ASD-C4.1 Max	Top	-1.9605	0.0507	0.0613	0.0309	0.1296	0.7764
M8Y	ASD-C4.1 Max	Bottom	-4.0114	-0.1857	0.0068	0.0111	0.0067	0.9668
M8Y	ASD-C4.1 Min	Top	-2.1478	-0.1093	-0.0952	-0.0366	-0.0707	0.228
M8Y	ASD-C4.1 Min	Bottom	-5.1428	-0.3638	-0.0123	-0.061	-0.0025	-0.6106
M8Y	ASD-C4.2 Max	Top	-1.778	1.6143	0.0096	0.0451	0.0891	1.2335
M8Y	ASD-C4.2 Max	Bottom	-4.0366	1.405	0.0187	-0.0064	0.0049	1.9932
M8Y	ASD-C4.2 Min	Top	-2.3303	-1.6729	-0.0434	-0.0509	-0.0302	-0.2291
M8Y	ASD-C4.2 Min	Bottom	-5.1176	-1.9546	-0.0241	-0.0435	-0.0008	-1.637
M1X	PP	Top	-1.635	-0.0835	0.0024	-0.0008	-0.0011	-0.0634
M1X	PP	Bottom	-2.4217	-0.0835	0.0024	-0.0008	0.0012	-0.1424
M1X	SC	Top	-0.8245	-0.1562	-0.0003	-0.0007	0.0002	0.3534
M1X	SC	Bottom	-0.8245	-0.1562	-0.0003	-0.0007	-0.0001	0.2056
M1X	EX Max	Top	0.4168	1.2628	0.0024	0.0037	0.0025	0.8005
M1X	EX Max	Bottom	0.4168	1.2628	0.0024	0.0037	0.0005	0.398
M1X	EY Max	Top	0.5836	0.1277	0.0119	0.0037	0.0123	0.2892
